data_loss,batch_size,physics_weight,physics_loss,physics_crm_residual,physics_nonnegative,physics_cumulative_monotonic,physics_allocation_simplex,physics_shutin_consistency,physics_temporal_smoothness,epoch
169.26913452148438,2.0,0.0,0.0,0.14346715807914734,0.04008223116397858,0.0,0.0,0.0,9.616482079029083,1
155.44664001464844,2.0,0.0,0.0,0.03268098086118698,0.028451492078602314,0.0,0.0,0.0,15.139777675271034,1
160.26840209960938,2.0,0.0,0.0,0.042077526450157166,0.0169478845782578,0.0,0.0,0.0,17.027453124523163,1
168.0440216064453,2.0,0.0,0.0,0.3439562451094389,0.008022669702768326,0.0,0.0,0.0,10.509521052241325,1
168.0402374267578,2.0,0.0,0.0,0.386328861117363,0.00281600677408278,0.0,0.0,0.0,12.283949613571167,1
152.92330932617188,2.0,0.0,0.0,1.04343237914145,0.0005331296270014718,0.0,0.0,0.0,14.084375321865082,1
173.80789184570312,2.0,0.0,0.0,0.9320744425058365,0.0,0.0,5.46571355561446e-16,0.0,29.642824172973633,1
164.60784912109375,2.0,0.0,0.0,0.3465062975883484,0.0,0.0,6.832141944518075e-16,0.0,30.670802116394043,1
175.24246215820312,2.0,0.0,0.0,0.8231195509433746,0.0,0.0,0.0,0.0,29.15180778503418,1
151.5370330810547,2.0,0.0,0.0,0.10877888649702072,0.0,0.0,0.0,0.0,0.37868553400039673,1
165.71116638183594,2.0,0.0,0.0,0.972031831741333,0.0,0.0,0.0,0.0,12.933397650718689,1
175.57168579101562,2.0,0.0,0.0,5.272134393453598,0.0,0.0,0.0,0.0,28.281973838806152,1
173.165771484375,2.0,0.0,0.0,2.9017917811870575,0.0,0.0,0.0,0.0,29.431758880615234,2
176.9755401611328,2.0,0.0,0.0,1373.99755859375,0.0,0.0,0.0,0.0,10.83363139629364,2
166.4390869140625,2.0,0.0,0.0,2.686683267354965,0.0,0.0,1.503071188089307e-15,0.0,31.755003929138184,2
167.56658935546875,2.0,0.0,0.0,11.545663386583328,0.0,0.0,1.366428388903615e-16,0.0,10.487800806760788,2
174.02301025390625,2.0,0.0,0.0,1711.072265625,0.0,0.0,0.0,0.0,7.484537065029144,2
157.7168731689453,2.0,0.0,0.0,33.20379674434662,0.0,0.0,1.366428388903615e-16,0.0,30.58443260192871,2
152.90982055664062,2.0,0.0,0.0,1.244233414530754,0.0,0.0,0.0,0.0,15.712510526180267,2
170.74337768554688,2.0,0.0,0.0,2092.449363231659,0.0,0.0,0.0,0.0,15.058307349681854,2
167.00123596191406,2.0,0.0,0.0,3200.2549319267273,0.0,0.0,0.0,0.0,20.222534656524658,2
151.80352783203125,2.0,0.0,0.0,41.78939867019653,0.0,0.0,0.0,0.0,0.49537894129753113,2
171.56610107421875,2.0,0.0,0.0,35.271257400512695,0.0,0.0,0.0,0.0,30.82607078552246,2
149.66246032714844,2.0,0.0,0.0,2.1706525087356567,0.0,0.0,1.366428388903615e-16,0.0,0.4946823865175247,2
167.00938415527344,2.0,0.0,0.0,23.615862369537354,0.0,0.0,0.0,0.0,33.656354904174805,3
167.97300720214844,2.0,0.0,0.0,44695.306640625,0.0,0.0,4.099285034361947e-16,0.0,5.006420373916626,3
165.25270080566406,2.0,0.0,0.0,227.9586534500122,0.0,0.0,1.5030712145590867e-15,0.0,9.48975445330143,3
165.1673126220703,2.0,0.0,0.0,145.31452178955078,0.0,0.0,4.099285166710845e-16,0.0,34.66748809814453,3
156.12960815429688,2.0,0.0,0.0,30.08603000640869,0.0,0.0,8.19857033342169e-16,0.0,18.197699457406998,3
154.62705993652344,2.0,0.0,0.0,44.68694877624512,0.0,0.0,1.366428388903615e-16,0.0,17.037905111908913,3
157.8166046142578,2.0,0.0,0.0,225.26924514770508,0.0,0.0,4.099285034361947e-16,0.0,34.42636299133301,3
158.58399963378906,2.0,0.0,0.0,78.97494316101074,0.0,0.0,9.564998457627509e-16,0.0,36.134321212768555,3
166.91424560546875,2.0,0.0,0.0,931.0265693664551,0.0,0.0,0.0,0.0,30.726449012756348,3
158.02273559570312,2.0,0.0,0.0,64.61901640892029,0.0,0.0,0.0,0.0,14.330732896924019,3
149.31414794921875,2.0,0.0,0.0,236.676851272583,0.0,0.0,1.366428388903615e-16,0.0,0.8317562490701675,3
172.43373107910156,2.0,0.0,0.0,1420.2742919921875,0.0,0.0,2.73285677780723e-16,0.0,29.201529502868652,3
144.4036407470703,2.0,0.0,0.0,16.376757860183716,0.0,0.0,2.73285677780723e-16,0.0,0.5777246356010437,4
155.0118408203125,2.0,0.0,0.0,3767.130615234375,0.0,0.0,1.639714066684338e-15,0.0,23.759292602539062,4
153.52650451660156,2.0,0.0,0.0,875.8048095703125,0.0,0.0,1.366428388903615e-16,0.0,16.149411469697952,4
157.12315368652344,2.0,0.0,0.0,1272.6109619140625,0.0,0.0,8.19857033342169e-16,0.0,13.133986085653305,4
164.03233337402344,2.0,0.0,0.0,1141.1274108886719,0.0,0.0,4.099285034361947e-16,0.0,31.114351272583008,4
155.4678192138672,2.0,0.0,0.0,783.1830139160156,0.0,0.0,6.832141812169177e-16,0.0,31.401223182678223,4
160.47811889648438,2.0,0.0,0.0,2114.030731201172,0.0,0.0,6.832141812169177e-16,0.0,26.469532012939453,4
138.97879028320312,2.0,0.0,0.0,8110.033386230469,0.0,0.0,1.366428388903615e-15,0.0,14.90064226090908,4
146.43663024902344,2.0,0.0,0.0,215.88980102539062,0.0,0.0,1.3664283624338354e-15,0.0,18.632478803396225,4
157.76937866210938,2.0,0.0,0.0,5895.585952758789,0.0,0.0,0.0,0.0,27.397650718688965,4
167.9075469970703,2.0,0.0,0.0,364939.7907714844,0.0,0.0,1.366428388903615e-16,0.0,20.859621047973633,4
154.6569061279297,2.0,0.0,0.0,8977.449951171875,0.0,0.0,5.46571355561446e-16,0.0,10.28659151494503,4
140.72988891601562,2.0,0.0,0.0,11919.853775024414,0.0,0.0,1.3664283624338354e-15,0.0,29.94820499420166,5
144.31222534179688,2.0,0.0,0.0,6080.040344238281,0.0,0.0,2.3229282479012557e-15,0.0,28.400041580200195,5
151.39483642578125,2.0,0.0,0.0,1907.0252075195312,0.0,0.0,1.366428388903615e-16,0.0,13.729789167642593,5
141.9653778076172,2.0,0.0,0.0,550.3958740234375,0.0,0.0,1.366428388903615e-15,0.0,31.512575149536133,5
150.3786163330078,2.0,0.0,0.0,10474.07780456543,0.0,0.0,1.503071188089307e-15,0.0,9.198952734470367,5
132.45362854003906,2.0,0.0,0.0,5668.092559814453,0.0,0.0,2.73285677780723e-16,0.0,0.3864157646894455,5
136.8264617919922,2.0,0.0,0.0,335517.2455062866,0.0,0.0,1.366428388903615e-16,0.0,1.112462267279625,5
139.02381896972656,2.0,0.0,0.0,2830.1935119628906,0.0,0.0,6.832141944518075e-16,0.0,15.815039873123169,5
126.74095916748047,2.0,0.0,0.0,22192.19140625,0.0,0.0,5.46571355561446e-16,0.0,26.708881378173828,5
137.18399047851562,2.0,0.0,0.0,24340.017822265625,0.0,0.0,1.2297855500132535e-15,0.0,30.35762310028076,5
131.15301513671875,2.0,0.0,0.0,779.7328414916992,0.0,0.0,9.564998457627509e-16,0.0,15.431857898831367,5
141.46424865722656,2.0,0.0,0.0,2514662.621032715,0.0,0.0,2.73285677780723e-16,0.0,6.288370832800865,5
135.75048828125,2.0,0.0,0.0,2703635.68170166,0.0,0.0,8.19857033342169e-16,0.0,17.02067232131958,6
134.70111083984375,2.0,0.0,0.0,431348.85400390625,0.0,0.0,8.198570201072792e-16,0.0,17.393120110034943,6
144.83444213867188,2.0,0.0,0.0,45660.87219238281,0.0,0.0,2.7328567248676707e-15,0.0,24.076924800872803,6
121.58484649658203,2.0,0.0,0.0,16543.313110351562,0.0,0.0,1.9129997179952814e-15,0.0,28.49819278717041,6
140.31448364257812,2.0,0.0,0.0,42865.974060058594,0.0,0.0,1.229785510308584e-15,0.0,28.60756492614746,6
136.17367553710938,2.0,0.0,0.0,624920.166015625,0.0,0.0,5.465713423265562e-16,0.0,16.66394543647766,6
124.94939422607422,2.0,0.0,0.0,4800.634094238281,0.0,0.0,9.564998457627509e-16,0.0,16.1408970952034,6
127.43741607666016,2.0,0.0,0.0,170709.34375,0.0,0.0,1.639714066684338e-15,0.0,20.710744857788086,6
129.69837951660156,2.0,0.0,0.0,825748.875,0.0,0.0,8.19857033342169e-16,0.0,16.890170753002167,6
114.71782684326172,2.0,0.0,0.0,94330.76275634766,0.0,0.0,1.0931427243577818e-15,0.0,12.675451785326004,6
137.6853485107422,2.0,0.0,0.0,99322.19140625,0.0,0.0,1.7763568526351403e-15,0.0,23.5742130279541,6
115.11784362792969,2.0,0.0,0.0,14852.266723632812,0.0,0.0,1.0931426846531124e-15,0.0,0.353671595454216,6
123.25833892822266,2.0,0.0,0.0,11639.519165039062,0.0,0.0,1.2297855500132535e-15,0.0,16.36447262763977,7
118.02486419677734,2.0,0.0,0.0,808652.8059082031,0.0,0.0,4.099285166710845e-16,0.0,0.8713733106851578,7
118.29853057861328,2.0,0.0,0.0,2359.4934692382812,0.0,0.0,1.6397140137447788e-15,0.0,16.93810322880745,7
127.27376556396484,2.0,0.0,0.0,40206.58251953125,0.0,0.0,2.3229282611361455e-15,0.0,25.779666900634766,7
133.23300170898438,2.0,0.0,0.0,98159.060546875,0.0,0.0,2.8694994975835832e-15,0.0,28.87739086151123,7
120.64999389648438,2.0,0.0,0.0,190780.30859375,0.0,0.0,9.564998589976407e-16,0.0,29.899473190307617,7
111.73243713378906,2.0,0.0,0.0,40450.81396484375,0.0,0.0,8.198570201072792e-16,0.0,0.37648120522499084,7
126.06454467773438,2.0,0.0,0.0,10889.848388671875,0.0,0.0,2.73285677780723e-16,0.0,33.783782958984375,7
117.71965026855469,2.0,0.0,0.0,21645.57958984375,0.0,0.0,5.46571355561446e-16,0.0,17.275696843862534,7
119.5298843383789,2.0,0.0,0.0,17613.06805419922,0.0,0.0,1.7763568526351403e-15,0.0,16.256934598088264,7
108.99575805664062,2.0,0.0,0.0,52462.658203125,0.0,0.0,1.6397140137447788e-15,0.0,0.4835043400526047,7
110.57015991210938,2.0,0.0,0.0,83829.55529785156,0.0,0.0,9.564998457627509e-16,0.0,12.582745745778084,7
