batch_size,data_loss_wlpr,data_loss_womr,data_loss_fw,data_loss,physics_weight,physics_loss,epoch
2.0,0.7911614179611206,1.2985137701034546,1.0475739240646362,1.0457496643066406,0.0,0.0,1
2.0,0.8206775188446045,1.0683608055114746,1.0934780836105347,0.9941720962524414,0.0,0.0,1
2.0,0.8347479104995728,0.4775692820549011,1.0955750942230225,0.8026307821273804,0.0,0.0,1
2.0,0.7786048650741577,0.7041651606559753,0.8611155152320862,0.7812952399253845,0.0,0.0,1
2.0,0.8765707015991211,0.2619105279445648,1.1880687475204468,0.7755166888237,0.0,0.0,1
2.0,0.8023678660392761,0.3377620577812195,1.3369988203048706,0.8257095813751221,0.0,0.0,1
2.0,0.7528083324432373,0.7247314453125,1.2720575332641602,0.9165324568748474,0.0,0.0,1
2.0,0.8687286376953125,0.2887343168258667,1.1281917095184326,0.761884868144989,0.0,0.0,1
2.0,0.7727115154266357,0.18083618581295013,1.1176494359970093,0.6903990507125854,0.0,0.0,1
2.0,0.7787536382675171,1.2124544382095337,1.7060507535934448,1.232419729232788,0.0,0.0,1
2.0,0.7665489912033081,0.14237628877162933,1.154698371887207,0.6878745555877686,0.0,0.0,1
2.0,0.7998484373092651,0.3281949758529663,1.13137686252594,0.7531401515007019,0.0,0.0,1
2.0,0.748417317867279,0.5826597809791565,0.9678829908370972,0.766319990158081,0.0,0.0,1
2.0,0.802594006061554,1.1209279298782349,1.164201259613037,1.0292410850524902,0.0,0.0,1
2.0,0.8529559373855591,0.6894252300262451,0.9235386252403259,0.8219732642173767,0.0,0.0,1
2.0,0.7958505153656006,0.39899319410324097,0.7624194025993347,0.6524211168289185,0.0,0.0,1
2.0,0.8476719260215759,0.7024964690208435,0.8288796544075012,0.7930160760879517,0.0,0.0,1
2.0,0.8202354311943054,0.9780719876289368,0.6222831606864929,0.80686354637146,0.0,0.0,1
2.0,0.9087054133415222,0.4296225607395172,0.8713425993919373,0.736556887626648,0.0,0.0,1
2.0,0.7302978038787842,0.7424993515014648,0.6544175744056702,0.7090715765953064,0.0,0.0,1
2.0,0.7188078165054321,0.9955974817276001,0.7245204448699951,0.812975287437439,0.0,0.0,1
2.0,0.8321009278297424,0.21800532937049866,0.754216730594635,0.6014410257339478,0.0,0.0,1
2.0,0.8046857714653015,0.2701808512210846,0.6723376512527466,0.5824013948440552,0.0,0.0,1
2.0,0.8257571458816528,0.2270263284444809,0.6790482997894287,0.5772773027420044,0.0,0.0,1
2.0,0.8473643660545349,0.5997936129570007,0.5737257599830627,0.6736279726028442,0.0,0.0,1
2.0,0.7127327919006348,1.7864559888839722,0.6123157143592834,1.037168264389038,0.0,0.0,1
