DATA;well;TYPE;WLPT;WLPR;WOMT;WOMR;WWIR;WWIT;WTHP;WBHP;WLPT_Diff;WOMT_Diff;WWIT_Diff;;;
01.12.2016;31;Prod;1197712.677;423.5541028;74494.9294;7.648387984;0;0;112.7515111;60;13130.17719;237.1000275;0;;;
01.01.2017;31;Prod;1210864.661;424.2575469;74728.74127;7.542318681;0;0;112.7142413;60;13151.98395;233.8118791;0;;;
01.02.2017;31;Prod;1222761.421;424.8842709;74937.28264;7.447905771;0;0;112.680792;60;11896.75959;208.5413616;0;;;
01.03.2017;31;Prod;1235953.939;425.5651056;75164.97815;7.345016682;0;0;112.6442398;60;13192.51827;227.6955172;0;;;
01.04.2017;31;Prod;1248740.393;426.215138;75382.40491;7.247558604;0;0;112.6094911;60;12786.45414;217.4267581;0;;;
01.05.2017;31;Prod;1261973.759;426.8827786;75604.05452;7.149987433;0;0;112.5733398;60;13233.36614;221.6496104;0;;;
01.06.2017;31;Prod;1274799.288;427.5176357;75815.77266;7.057271318;0;0;112.5388201;60;12825.52907;211.7181395;0;;;
01.07.2017;31;Prod;1288072.327;428.1625465;76031.63845;6.963412509;0;0;112.5039799;60;13273.03894;215.8657878;0;;;
01.08.2017;31;Prod;1301365.081;428.7985221;76244.6663;6.871866245;0;0;112.4697905;60;13292.75419;213.0278536;0;;;
01.09.2017;31;Prod;1314247.53;429.4149427;76448.25334;6.786234447;0;0;112.436472;60;12882.44828;203.5870334;0;;;
01.10.2017;31;Prod;1327579.039;430.0486951;76655.95174;6.699948473;0;0;112.4021121;60;13331.50955;207.6984026;0;;;
01.11.2017;31;Prod;1340498.668;430.6543004;76854.48793;6.617873136;0;0;112.3690891;60;12919.62901;198.5361941;0;;;
01.12.2017;31;Prod;1353838.115;430.3047486;77056.62245;6.520468327;0;0;112.4014991;60.18373189;13339.44721;202.1345181;0;;;
01.01.2018;31;Prod;1365537.599;377.4026864;77247.58873;6.160202695;0;0;107.5218162;60.18373189;11699.48328;190.9662835;0;;;
01.02.2018;31;Prod;1375489.278;355.417108;77411.26842;5.845702893;0;0;105.1874479;60.18373189;9951.679024;163.679681;0;;;
01.03.2018;31;Prod;1386156.396;343.7556595;77583.57237;5.549124141;0;0;103.7579752;60.18373189;10667.11813;172.303953;0;;;
01.04.2018;31;Prod;1397616.573;382.0059034;77752.06385;5.616382585;0;0;107.025256;60.18373189;11460.1771;168.4914776;0;;;
01.05.2018;31;Prod;1410784.984;429.9293606;77930.86329;5.787312466;0;0;111.3764372;60.18373189;13168.41103;178.7994398;0;;;
01.06.2018;31;Prod;1422123.79;377.9601888;78098.04933;5.572868204;0;0;106.7860438;60.18373189;11338.80566;167.1860461;0;;;
01.07.2018;31;Prod;1434622.69;403.1903178;78271.3002;5.588737763;0;0;108.852301;60.18373189;12498.89985;173.2508707;0;;;
01.08.2018;31;Prod;1445976.068;366.2380291;78436.72605;5.33631778;0;0;105.4007618;60.18373189;11353.3789;165.4258512;0;;;
01.09.2018;31;Prod;1456442.549;348.8826782;78589.58727;5.095374001;0;0;103.5790389;60.18373189;10466.48034;152.86122;0;;;
01.10.2018;31;Prod;1466986.504;340.1275984;78741.28957;4.893622479;0;0;102.525007;60.18373189;10543.95555;151.7022968;0;;;
01.11.2018;31;Prod;1478358.295;379.0596832;78891.93749;5.021597459;0;0;105.9147427;60.18373189;11371.7905;150.6479238;0;;;
01.12.2018;31;Prod;1489413.541;353.6816777;79042.36246;4.824606278;0;0;103.5455708;60.18373189;11055.24659;150.4249634;0;;;
01.01.2019;31;Prod;1500013.044;341.9194407;79186.28913;4.64279594;0;0;102.3120481;60.18373189;10599.50266;143.9266741;0;;;
01.02.2019;31;Prod;1509430.965;336.3543094;79312.63505;4.512354255;0;0;101.6479359;60.18373189;9417.920662;126.3459192;0;;;
01.03.2019;31;Prod;1521085.636;376.8846083;79457.82648;4.685053778;0;0;105.2207877;60.18373189;11654.671;145.1914261;0;;;
01.04.2019;31;Prod;1531679.354;353.1239476;79593.56227;4.524526271;0;0;103.0403468;60.18373189;10593.71843;135.7357881;0;;;
01.05.2019;31;Prod;1542261.378;341.3555955;79728.92981;4.366694896;0;0;101.8488833;60.18373189;10582.02346;135.3675418;0;;;
01.06.2019;31;Prod;1552330.479;335.6367031;79856.49492;4.25217044;0;0;101.1874835;60.18373189;10069.10109;127.5651132;0;;;
01.07.2019;31;Prod;1563962.966;376.1718129;79994.13829;4.44194631;0;0;104.7739214;60.18373189;11632.48729;137.6433692;0;;;
01.08.2019;31;Prod;1574884.556;352.3093524;80127.15847;4.290973706;0;0;102.6019391;60.18373189;10921.58992;133.0201849;0;;;
01.09.2019;31;Prod;1585117.093;341.0845712;80251.77435;4.153862402;0;0;101.4826324;60.18373189;10232.53714;124.6158721;0;;;
01.10.2019;31;Prod;1595518.324;335.7174138;80377.43337;4.053698916;0;0;100.8734412;60.18373189;10401.23099;125.6590227;0;;;
01.11.2019;31;Prod;1606810.856;376.4177293;80505.00504;4.252388905;0;0;104.4862632;60.18373189;11292.53188;127.5716672;0;;;
01.12.2019;31;Prod;1617770.525;353.5377005;80632.64323;4.117361063;0;0;102.4105628;60.18373189;10959.66871;127.638193;0;;;
01.01.2020;31;Prod;1628362.233;341.3058296;80756.16755;3.980523534;0;0;101.2144894;60.18373189;10591.70846;123.5243205;0;;;
01.02.2020;31;Prod;1638096.234;335.655216;80868.93179;3.888421932;0;0;100.5915181;60.18373189;9734.001264;112.764236;0;;;
01.03.2020;31;Prod;1649722.71;375.9753214;80995.59907;4.088076732;0;0;104.152503;60.18373189;11626.47598;126.6672823;0;;;
01.04.2020;31;Prod;1660299.389;352.5559589;81114.11476;3.950522939;0;0;102.0521872;60.18373189;10576.67877;118.5156882;0;;;
01.05.2020;31;Prod;1670868.279;340.931936;81232.68847;3.82495851;0;0;100.9175973;60.18373189;10568.89002;118.5737138;0;;;
01.06.2020;31;Prod;1680924.335;335.2018689;81344.51686;3.727613077;0;0;100.3111947;60.18373189;10056.05607;111.8283923;0;;;
01.07.2020;31;Prod;1692539.989;375.6308508;81466.71888;3.944056234;0;0;103.868761;60.18373189;11615.65352;122.2020162;0;;;
01.08.2020;31;Prod;1703450.235;351.9434396;81584.62698;3.803487101;0;0;101.7490683;60.18373189;10910.24663;117.9081001;0;;;
01.09.2020;31;Prod;1713672.063;340.7275818;81695.16671;3.684657766;0;0;100.6646744;60.18373189;10221.82745;110.539733;0;;;
01.10.2020;31;Prod;1724051.197;334.8107648;81806.24586;3.583198331;0;0;100.0597775;60.18373189;10379.13371;111.0791483;0;;;
01.11.2020;31;Prod;1735281.28;374.336109;81920.64178;3.813197274;0;0;103.5316048;60.18373189;11230.08327;114.3959182;0;;;
01.12.2020;31;Prod;1746252.917;350.8770898;82035.20642;3.670665989;0;0;101.4354779;60.18373189;10971.63676;114.5646429;0;;;
01.01.2021;31;Prod;1756790.568;339.9242528;82145.09471;3.544783522;0;0;100.3916908;60.18373189;10537.65184;109.8882892;0;;;
01.02.2021;31;Prod;1766160.784;334.6505664;82241.9962;3.460767595;0;0;99.85884182;60.18373189;9370.215859;96.90149266;0;;;
01.03.2021;31;Prod;1777761.839;375.1731824;82356.77794;3.704624946;0;0;103.3906861;60.18373189;11601.05499;114.7817343;0;;;
01.04.2021;31;Prod;1788321.293;351.9818048;82463.76237;3.566147831;0;0;101.326449;60.18373189;10559.45414;106.9844349;0;;;
01.05.2021;31;Prod;1798868.558;340.2343376;82570.15845;3.432131449;0;0;100.2328998;60.18373189;10547.26446;106.3960749;0;;;
01.06.2021;31;Prod;1808900.404;334.3948738;82670.51248;3.345134425;0;0;99.65687309;60.18373189;10031.84621;100.3540327;0;;;
01.07.2021;31;Prod;1820493.388;374.917681;82782.05632;3.600132243;0;0;103.1746082;60.18373189;11592.98374;111.5438369;0;;;
01.08.2021;31;Prod;1831386.305;351.3844138;82889.20921;3.456545062;0;0;101.0810324;60.18373189;10892.91683;107.1528969;0;;;
01.09.2021;31;Prod;1841585.654;339.9783191;82988.81803;3.320293799;0;0;100.0377864;60.18373189;10199.34957;99.60881398;0;;;
01.10.2021;31;Prod;1851943.608;334.2955098;83089.22307;3.242834139;0;0;99.48835133;60.18373189;10357.95355;100.4050404;0;;;
01.11.2021;31;Prod;1863196.414;375.0935347;83194.45137;3.507610069;0;0;103.0287009;60.18373189;11252.80604;105.2283021;0;;;
01.12.2021;31;Prod;1874236.597;348.5077829;83299.7169;3.336816472;0;0;100.6959394;60.18373189;11040.18283;105.2655284;0;;;
01.01.2022;31;Prod;1884779.44;337.2560055;83399.82643;3.194607313;0;0;99.65914545;60.18373189;10542.84341;100.1095332;0;;;
01.02.2022;31;Prod;1894099.36;332.8542811;83487.67896;3.137590194;0;0;99.2169017;60.18373189;9319.919871;87.85252542;0;;;
01.03.2022;31;Prod;1905655.648;373.7676;83593.61836;3.419238216;0;0;102.7371294;60.18373189;11556.28814;105.9394059;0;;;
01.04.2022;31;Prod;1916187.209;351.0520448;83691.84175;3.274112904;0;0;100.7196979;60.18373189;10531.56134;98.22338712;0;;;
01.05.2022;31;Prod;1926705.056;339.2853803;83788.66576;3.123355;0;0;99.67223394;60.18373189;10517.84679;96.82400499;0;;;
01.06.2022;31;Prod;1936708.878;333.460743;83880.16925;3.050116633;0;0;99.11837782;60.18373189;10003.82229;91.503499;0;;;
01.07.2022;31;Prod;1948275.828;374.0978193;83983.50308;3.33512905;0;0;102.6040844;60.18373189;11566.94908;103.3338275;0;;;
01.08.2022;31;Prod;1959145.999;350.6506846;84082.03629;3.178490536;0;0;100.5342825;60.18373189;10870.17122;98.53320661;0;;;
01.09.2022;31;Prod;1969320.27;339.1423821;84173.01315;3.03256189;0;0;99.51826332;60.18373189;10174.27146;90.97685669;0;;;
01.10.2022;31;Prod;1979647.625;333.1404758;84264.80602;2.961060548;0;0;98.95288114;60.18373189;10327.35475;91.79287698;0;;;
01.11.2022;31;Prod;1990830.963;372.7779346;84362.40552;3.253316476;0;0;102.3489792;60.18373189;11183.33804;97.59949428;0;;;
01.05.2007;7;Prod;0;0;0;0;0;0;0;0;0;0;0;;;
01.06.2007;7;Prod;0;0;0;0;0;0;0;0;0;0;0;;;
01.07.2007;7;Prod;0;0;0;0;0;0;0;0;0;0;0;;;
01.08.2007;7;Prod;2573.970831;83.03131714;558.8562826;18.02762202;0;0;100.0206898;60;2573.970831;558.8562826;0;;;
01.09.2007;7;Prod;4201.397835;54.2475668;935.5759267;12.55732147;0;0;87.21879152;60;1627.427004;376.7196441;0;;;
01.10.2007;7;Prod;5517.644867;38.08544004;1242.621803;8.861530036;0;0;79.34428475;60;1316.247031;307.0458762;0;;;
01.11.2007;7;Prod;6409.629829;29.73283208;1442.642895;6.667369738;0;0;74.76571241;60;891.9849624;200.0210921;0;;;
01.12.2007;7;Prod;7150.8996;23.91192808;1599.706495;5.066567746;0;0;71.45923217;60;741.2697706;157.0636001;0;;;
01.01.2008;7;Prod;7765.654915;19.83081662;1721.540226;3.930120351;0;0;69.11932481;60;614.7553151;121.8337309;0;;;
01.02.2008;7;INJ;7765.654915;0;1721.540226;0;201.6929077;5849.094324;156.2853287;240;0;0;5849.094324;;;
01.03.2008;7;INJ;7765.654915;0;1721.540226;0;127.3067216;10388.4861;189.9405657;240;0;0;4539.391781;;;
01.04.2008;7;INJ;7765.654915;0;1721.540226;0;101.1772663;13423.80409;203.1441259;240;0;0;3035.317988;;;
01.05.2008;7;INJ;7765.654915;0;1721.540226;0;82.83782147;16169.06065;212.207935;240;0;0;2745.256553;;;
01.06.2008;7;INJ;7765.654915;0;1721.540226;0;73.40257577;18457.01898;217.0429574;240;0;0;2287.958334;;;
01.07.2008;7;INJ;7765.654915;0;1721.540226;0;68.73677164;20587.8589;219.6551143;240;0;0;2130.839921;;;
01.08.2008;7;INJ;7765.654915;0;1721.540226;0;65.89254831;22630.5279;221.3439082;240;0;0;2042.668998;;;
01.09.2008;7;INJ;7765.654915;0;1721.540226;0;64.22327999;24557.2263;222.4154974;240;0;0;1926.6984;;;
01.10.2008;7;INJ;7765.654915;0;1721.540226;0;63.20333238;26516.5296;223.1599057;240;0;0;1959.303304;;;
01.11.2008;7;INJ;7765.654915;0;1721.540226;0;62.62787968;28395.36599;223.6690168;240;0;0;1878.83639;;;
01.12.2008;7;INJ;7765.654915;0;1721.540226;0;62.30100054;30326.69701;224.0490634;240;0;0;1931.331017;;;
01.01.2009;7;INJ;7765.654915;0;1721.540226;0;62.14418178;32253.16664;224.3306708;240;0;0;1926.469635;;;
01.02.2009;7;INJ;7765.654915;0;1721.540226;0;62.08645157;33991.58729;224.5338931;240;0;0;1738.420644;;;
01.03.2009;7;INJ;7765.654915;0;1721.540226;0;62.08997071;35916.37638;224.7128459;240;0;0;1924.789092;;;
01.04.2009;7;INJ;7765.654915;0;1721.540226;0;62.13726805;37780.49442;224.8525959;240;0;0;1864.118042;;;
01.05.2009;7;INJ;7765.654915;0;1721.540226;0;62.21588875;39709.18697;224.9727084;240;0;0;1928.692551;;;
01.06.2009;7;INJ;7765.654915;0;1721.540226;0;62.31275469;41578.56961;225.0718269;240;0;0;1869.382641;;;
01.07.2009;7;INJ;7765.654915;0;1721.540226;0;62.42874572;43513.86073;225.1574975;240;0;0;1935.291117;;;
01.08.2009;7;INJ;7765.654915;0;1721.540226;0;62.55902446;45453.19049;225.2288948;240;0;0;1939.329758;;;
01.09.2009;7;INJ;7765.654915;0;1721.540226;0;62.69600328;47334.07059;225.2863851;240;0;0;1880.880098;;;
01.10.2009;7;INJ;7765.654915;0;1721.540226;0;62.84777388;49282.35158;225.3347184;240;0;0;1948.28099;;;
01.11.2009;7;INJ;7765.654915;0;1721.540226;0;62.99673093;51172.25351;225.3749274;240;0;0;1889.901928;;;
01.12.2009;7;INJ;7765.654915;0;1721.540226;0;63.15051558;53129.91949;225.4111833;240;0;0;1957.665983;;;
01.01.2010;7;INJ;7765.654915;0;1721.540226;0;63.30399071;55092.3432;225.4428922;240;0;0;1962.423712;;;
01.02.2010;7;INJ;7765.654915;0;1721.540226;0;63.44153969;56868.70631;225.4682258;240;0;0;1776.363111;;;
01.03.2010;7;INJ;7765.654915;0;1721.540226;0;63.59473009;58840.14294;225.4914088;240;0;0;1971.436633;;;
01.04.2010;7;INJ;7765.654915;0;1721.540226;0;63.74744642;60752.56634;225.5081614;240;0;0;1912.423393;;;
01.05.2010;7;INJ;7765.654915;0;1721.540226;0;63.90950014;62733.76084;225.5209943;240;0;0;1981.194504;;;
01.06.2010;7;INJ;7765.654915;0;1721.540226;0;64.07183637;64655.91593;225.5290592;240;0;0;1922.155091;;;
01.07.2010;7;INJ;7765.654915;0;1721.540226;0;64.24382511;66647.47451;225.5330609;240;0;0;1991.558578;;;
01.08.2010;7;INJ;7765.654915;0;1721.540226;0;64.41763802;68644.42129;225.5333166;240;0;0;1996.946779;;;
01.09.2010;7;INJ;7765.654915;0;1721.540226;0;64.58660972;70582.01958;225.5307797;240;0;0;1937.598292;;;
01.10.2010;7;INJ;7765.654915;0;1721.540226;0;64.76261999;72589.6608;225.52518;240;0;0;2007.64122;;;
01.11.2010;7;INJ;7765.654915;0;1721.540226;0;64.93586316;74537.7367;225.5165281;240;0;0;1948.075895;;;
01.12.2010;7;INJ;7765.654915;0;1721.540226;0;65.11608922;76556.33546;225.5048885;240;0;0;2018.598766;;;
01.01.2011;7;INJ;7765.654915;0;1721.540226;0;65.29509988;78580.48356;225.4916667;240;0;0;2024.148096;;;
01.02.2011;7;INJ;7765.654915;0;1721.540226;0;65.45574167;80413.24432;225.4788876;240;0;0;1832.760767;;;
01.03.2011;7;INJ;7765.654915;0;1721.540226;0;65.6323595;82447.84747;225.4643671;240;0;0;2034.603144;;;
01.04.2011;7;INJ;7765.654915;0;1721.540226;0;65.80561567;84422.01594;225.4510835;240;0;0;1974.16847;;;
01.05.2011;7;INJ;7765.654915;0;1721.540226;0;65.98452587;86467.53624;225.4383594;240;0;0;2045.520302;;;
01.06.2011;7;INJ;7765.654915;0;1721.540226;0;66.15876013;88452.29904;225.4272002;240;0;0;1984.762804;;;
01.07.2011;7;INJ;7765.654915;0;1721.540226;0;66.33745359;90508.76011;225.4162826;240;0;0;2056.461061;;;
01.08.2011;7;INJ;7765.654915;0;1721.540226;0;66.51340383;92570.67562;225.4058526;240;0;0;2061.915519;;;
01.09.2011;7;INJ;7765.654915;0;1721.540226;0;66.68233946;94571.14581;225.3956594;240;0;0;2000.470184;;;
01.10.2011;7;INJ;7765.654915;0;1721.540226;0;66.85669976;96643.7035;225.3846678;240;0;0;2072.557693;;;
01.11.2011;7;INJ;7765.654915;0;1721.540226;0;67.02378366;98654.41701;225.3740915;240;0;0;2010.71351;;;
01.12.2011;7;INJ;7765.654915;0;1721.540226;0;67.19642072;100737.5061;225.3625204;240;0;0;2083.089042;;;
01.01.2012;7;INJ;7765.654915;0;1721.540226;0;67.36862268;102825.9334;225.3504704;240;0;0;2088.427303;;;
01.02.2012;7;INJ;7765.654915;0;1721.540226;0;67.52881889;104784.2691;225.3392427;240;0;0;1958.335748;;;
01.03.2012;7;INJ;7765.654915;0;1721.540226;0;67.69863208;106882.9267;225.3272443;240;0;0;2098.657594;;;
01.04.2012;7;INJ;7765.654915;0;1721.540226;0;67.86225796;108918.7944;225.3159854;240;0;0;2035.867739;;;
01.05.2012;7;INJ;7765.654915;0;1721.540226;0;68.02845957;111027.6767;225.3049938;240;0;0;2108.882247;;;
01.06.2012;7;INJ;7765.654915;0;1721.540226;0;68.18898083;113073.3461;225.2940831;240;0;0;2045.669425;;;
01.07.2012;7;INJ;7765.654915;0;1721.540226;0;68.35677949;115192.4063;225.281873;240;0;0;2119.060164;;;
01.08.2012;7;INJ;7765.654915;0;1721.540226;0;68.52549111;117316.6965;225.2694347;240;0;0;2124.290224;;;
01.09.2012;7;INJ;7765.654915;0;1721.540226;0;68.68882982;119377.3614;225.2569293;240;0;0;2060.664895;;;
01.10.2012;7;INJ;7765.654915;0;1721.540226;0;68.8566317;121511.917;225.243941;240;0;0;2134.555583;;;
01.11.2012;7;INJ;7765.654915;0;1721.540226;0;69.01847728;123582.4713;225.2311817;240;0;0;2070.554318;;;
01.12.2012;7;INJ;7765.654915;0;1721.540226;0;69.18464097;125727.1952;225.2181436;240;0;0;2144.72387;;;
01.01.2013;7;INJ;7765.654915;0;1721.540226;0;69.34954677;127877.0311;225.2053721;240;0;0;2149.83595;;;
01.02.2013;7;INJ;7765.654915;0;1721.540226;0;69.49778257;129822.969;225.1937794;240;0;0;1945.937912;;;
01.03.2013;7;INJ;7765.654915;0;1721.540226;0;69.6605807;131982.447;225.18098;240;0;0;2159.478002;;;
01.04.2013;7;INJ;7765.654915;0;1721.540226;0;69.81863126;134077.006;225.1683876;240;0;0;2094.558938;;;
01.05.2013;7;INJ;7765.654915;0;1721.540226;0;69.98175647;136246.4404;225.1549959;240;0;0;2169.434451;;;
01.06.2013;7;INJ;7765.654915;0;1721.540226;0;70.13897929;138350.6098;225.141986;240;0;0;2104.169379;;;
01.07.2013;7;INJ;7765.654915;0;1721.540226;0;70.30061;140529.9287;225.1284018;240;0;0;2179.31891;;;
01.08.2013;7;INJ;7765.654915;0;1721.540226;0;70.46129344;142714.2288;225.1147327;240;0;0;2184.300097;;;
01.09.2013;7;INJ;7765.654915;0;1721.540226;0;70.61570509;144832.7;225.1015293;240;0;0;2118.471153;;;
01.10.2013;7;INJ;7765.654915;0;1721.540226;0;70.77373845;147026.6858;225.0880083;240;0;0;2193.985892;;;
01.11.2013;7;INJ;7765.654915;0;1721.540226;0;70.92559005;149154.4535;225.0749204;240;0;0;2127.767701;;;
01.12.2013;7;INJ;7765.654915;0;1721.540226;0;71.08177636;151357.9886;225.0613298;240;0;0;2203.535067;;;
01.01.2014;7;INJ;7765.654915;0;1721.540226;0;71.23741121;153566.3484;225.0477232;240;0;0;2208.359748;;;
01.02.2014;7;INJ;7765.654915;0;1721.540226;0;71.37730609;155564.9129;225.0353715;240;0;0;1998.56457;;;
01.03.2014;7;INJ;7765.654915;0;1721.540226;0;71.530998;157782.3739;225.0217411;240;0;0;2217.460938;;;
01.04.2014;7;INJ;7765.654915;0;1721.540226;0;71.67848494;159932.7284;225.0086555;240;0;0;2150.354548;;;
01.05.2014;7;INJ;7765.654915;0;1721.540226;0;71.82944949;162159.4414;224.9952783;240;0;0;2226.712934;;;
01.06.2014;7;INJ;7765.654915;0;1721.540226;0;71.97408403;164318.6639;224.982496;240;0;0;2159.222521;;;
01.07.2014;7;INJ;7765.654915;0;1721.540226;0;72.12172038;166554.4372;224.9695538;240;0;0;2235.773332;;;
01.08.2014;7;INJ;7765.654915;0;1721.540226;0;72.26786452;168794.741;224.9567762;240;0;0;2240.3038;;;
01.09.2014;7;INJ;7765.654915;0;1721.540226;0;72.40834575;170966.9914;224.944416;240;0;0;2172.250372;;;
01.10.2014;7;INJ;7765.654915;0;1721.540226;0;72.55193041;173216.1012;224.9318536;240;0;0;2249.109843;;;
01.11.2014;7;INJ;7765.654915;0;1721.540226;0;72.68944159;175396.7845;224.9198902;240;0;0;2180.683248;;;
01.12.2014;7;INJ;7765.654915;0;1721.540226;0;72.82988713;177654.511;224.9077603;240;0;0;2257.726501;;;
01.01.2015;7;INJ;7765.654915;0;1721.540226;0;72.96841559;179916.5319;224.8959525;240;0;0;2262.020883;;;
01.02.2015;7;INJ;7765.654915;0;1721.540226;0;73.09207168;181963.1099;224.8855131;240;0;0;2046.578007;;;
01.03.2015;7;INJ;7765.654915;0;1721.540226;0;73.22714845;184233.1515;224.8742312;240;0;0;2270.041602;;;
01.04.2015;7;INJ;7765.654915;0;1721.540226;0;73.35619167;186433.8372;224.8635629;240;0;0;2200.68575;;;
01.05.2015;7;INJ;7765.654915;0;1721.540226;0;73.48790117;188711.9621;224.8527645;240;0;0;2278.124936;;;
01.06.2015;7;INJ;7765.654915;0;1721.540226;0;73.61414708;190920.3866;224.8424708;240;0;0;2208.424413;;;
01.07.2015;7;INJ;7765.654915;0;1721.540226;0;73.74295079;193206.418;224.832067;240;0;0;2286.031474;;;
01.08.2015;7;INJ;7765.654915;0;1721.540226;0;73.87019061;195496.3939;224.8218781;240;0;0;2289.975909;;;
01.09.2015;7;INJ;7765.654915;0;1721.540226;0;73.99198241;197716.1534;224.812201;240;0;0;2219.759472;;;
01.10.2015;7;INJ;7765.654915;0;1721.540226;0;74.11671742;200013.7717;224.8022678;240;0;0;2297.61824;;;
01.11.2015;7;INJ;7765.654915;0;1721.540226;0;74.23639732;202240.8636;224.7927092;240;0;0;2227.09192;;;
01.12.2015;7;INJ;7765.654915;0;1721.540226;0;74.3590655;204545.9946;224.7828581;240;0;0;2305.131031;;;
01.01.2016;7;INJ;7765.654915;0;1721.540226;0;74.48063483;206854.8943;224.7730668;240;0;0;2308.89968;;;
01.02.2016;7;INJ;7765.654915;0;1721.540226;0;74.59394231;209018.1186;224.7638085;240;0;0;2163.224327;;;
01.03.2016;7;INJ;7765.654915;0;1721.540226;0;74.71411935;211334.2563;224.7539308;240;0;0;2316.1377;;;
01.04.2016;7;INJ;7765.654915;0;1721.540226;0;74.82963763;213579.1454;224.7443786;240;0;0;2244.889129;;;
01.05.2016;7;INJ;7765.654915;0;1721.540226;0;74.94765464;215902.5227;224.7346678;240;0;0;2323.377294;;;
01.06.2016;7;INJ;7765.654915;0;1721.540226;0;75.06053792;218154.3389;224.7254444;240;0;0;2251.816138;;;
01.07.2016;7;INJ;7765.654915;0;1721.540226;0;75.17578029;220484.7881;224.7161408;240;0;0;2330.449189;;;
01.08.2016;7;INJ;7765.654915;0;1721.540226;0;75.2896888;222818.7684;224.7070137;240;0;0;2333.980353;;;
01.09.2016;7;INJ;7765.654915;0;1721.540226;0;75.39892487;225080.7362;224.69824;240;0;0;2261.967746;;;
01.10.2016;7;INJ;7765.654915;0;1721.540226;0;75.5109441;227421.5754;224.6891642;240;0;0;2340.839267;;;
01.11.2016;7;INJ;7765.654915;0;1721.540226;0;75.61827392;229690.1236;224.6804879;240;0;0;2268.548217;;;
01.12.2016;7;INJ;7765.654915;0;1721.540226;0;75.72835729;232037.7027;224.6715285;240;0;0;2347.579076;;;
01.01.2017;7;INJ;7765.654915;0;1721.540226;0;75.83808334;234388.6833;224.6626389;240;0;0;2350.980584;;;
01.02.2017;7;INJ;7765.654915;0;1721.540226;0;75.93678485;236514.9133;224.6546046;240;0;0;2126.229976;;;
01.03.2017;7;INJ;7765.654915;0;1721.540226;0;76.04558197;238872.3263;224.6458683;240;0;0;2357.413041;;;
01.04.2017;7;INJ;7765.654915;0;1721.540226;0;76.14985297;241156.8219;224.637552;240;0;0;2284.495589;;;
01.05.2017;7;INJ;7765.654915;0;1721.540226;0;76.25647217;243520.7725;224.6290861;240;0;0;2363.950637;;;
01.06.2017;7;INJ;7765.654915;0;1721.540226;0;76.35884365;245811.5379;224.6209418;240;0;0;2290.76531;;;
01.07.2017;7;INJ;7765.654915;0;1721.540226;0;76.46385993;248181.9175;224.6125541;240;0;0;2370.379658;;;
01.08.2017;7;INJ;7765.654915;0;1721.540226;0;76.56785913;250555.5211;224.6042714;240;0;0;2373.603633;;;
01.09.2017;7;INJ;7765.654915;0;1721.540226;0;76.66771084;252855.5525;224.5963437;240;0;0;2300.031325;;;
01.10.2017;7;INJ;7765.654915;0;1721.540226;0;76.77022376;255235.4294;224.5881768;240;0;0;2379.876937;;;
01.11.2017;7;INJ;7765.654915;0;1721.540226;0;76.86895374;257541.498;224.5804743;240;0;0;2306.068612;;;
01.12.2017;7;INJ;7765.654915;0;1721.540226;0;76.85106595;259923.8811;224.5231649;239.9244678;0;0;2382.383044;;;
01.01.2018;7;INJ;7765.654915;0;1721.540226;0;0;259923.8811;190.7709269;0;0;0;0;;;
01.02.2018;7;INJ;7765.654915;0;1721.540226;0;0;259923.8811;172.8064269;0;0;0;0;;;
01.03.2018;7;INJ;7765.654915;0;1721.540226;0;0;264423.8811;217.8527577;0;0;0;4500;;;
01.04.2018;7;INJ;7765.654915;0;1721.540226;0;0;264423.8811;184.1945481;0;0;0;0;;;
01.05.2018;7;INJ;7765.654915;0;1721.540226;0;150;265006.4088;186.3859397;218.1855124;0;0;582.5277582;;;
01.06.2018;7;INJ;7765.654915;0;1721.540226;0;150;269506.4088;225.9736657;258.8324037;0;0;4500;;;
01.07.2018;7;INJ;7765.654915;0;1721.540226;0;0;269506.4088;183.9218107;0;0;0;0;;;
01.08.2018;7;INJ;7765.654915;0;1721.540226;0;0;269506.4088;164.875453;0;0;0;0;;;
01.09.2018;7;INJ;7765.654915;0;1721.540226;0;150;274006.4088;218.027752;251.7567471;0;0;4500;;;
01.10.2018;7;INJ;7765.654915;0;1721.540226;0;0;274006.4088;178.4521023;0;0;0;0;;;
01.11.2018;7;INJ;7765.654915;0;1721.540226;0;0;274006.4088;160.925594;0;0;0;0;;;
01.12.2018;7;INJ;7765.654915;0;1721.540226;0;0;274006.4088;147.5025417;0;0;0;0;;;
01.01.2019;7;INJ;7765.654915;0;1721.540226;0;0;274006.4088;137.1799376;0;0;0;0;;;
01.02.2019;7;INJ;7765.654915;0;1721.540226;0;150;278206.4088;193.7310986;230.1262865;0;0;4200;;;
01.03.2019;7;INJ;7765.654915;0;1721.540226;0;0;282706.4088;217.2251992;0;0;0;4500;;;
01.04.2019;7;INJ;7765.654915;0;1721.540226;0;0;282706.4088;181.5990559;0;0;0;0;;;
01.05.2019;7;INJ;7765.654915;0;1721.540226;0;0;282706.4088;162.7227858;0;0;0;0;;;
01.06.2019;7;INJ;7765.654915;0;1721.540226;0;0;282706.4088;149.3676435;0;0;0;0;;;
01.07.2019;7;INJ;7765.654915;0;1721.540226;0;0;282706.4088;138.4302983;0;0;0;0;;;
